product_id,brand,model,category,keyword,curent_price,cost,condition,location,priority,research_status,last_research_at,marketplace_scope,exclude_keywords,notes
P005,JBL,4312 MKII,speakers,JBL 4312 SPEAKERS,,,used,,high,pending,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet",
P045,JBL,L26,speakers,JBL L26 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P046,JBL,L36,speakers,JBL L36 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P047,JBL,L5,speakers,JBL L5 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P048,JBL,L55,speakers,JBL L55 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P049,JBL,L7,speakers,JBL L7 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P050,JBL,L77,speakers,JBL L77 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P051,JBL,L80T,speakers,JBL L80T speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P052,JBL,L86,speakers,JBL L86 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P053,JBL,L88,speakers,JBL L88 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P054,JBL,LANCER 33,speakers,JBL Lancer 33 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P055,JBL,LANCER 66,speakers,JBL Lancer 66 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P056,JBL,MRX512M,speakers,JBL MRX512M speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P057,JBL,S99,speakers,JBL S99 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P058,JBL,SVA1800,speakers,JBL SVA1800 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P059,JBL,SVA2100,speakers,JBL SVA2100 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P060,JBL,XPL200,speakers,JBL XPL200 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P061,KEF,104/2,speakers,KEF 104/2 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P062,Klipsch,CF1,speakers,Klipsch CF1 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P063,Klipsch,CHORUS II,speakers,Klipsch Chorus II speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P064,Klipsch,FORTE,speakers,Klipsch Forte speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P065,Klipsch,HERESY,speakers,Klipsch Heresy speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P066,Klipsch,HERESY HWO,speakers,Klipsch Heresy HWO speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P067,Klipsch,HERESY II,speakers,Klipsch Heresy II speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P068,Klipsch,KG4,speakers,Klipsch KG4 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P069,Marantz,600.0,speakers,Marantz 600 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P070,Marantz,M16,speakers,Marantz M16 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P071,Pioneer,HPM900,speakers,Pioneer HPM900 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P072,QSC,K12-2,speakers,QSC K12-2 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P073,Tannoy,BERKELEY,speakers,Tannoy Berkeley speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P074,Tannoy,CHEVIOT,speakers,Tannoy Cheviot speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P075,Tannoy,GLENAIR,speakers,Tannoy Glenair speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P076,Tannoy,GOLD,speakers,Tannoy Gold speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P077,Tannoy,STIRLING HW,speakers,Tannoy Stirling HW speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P078,Tannoy,STIRLING RW,speakers,Tannoy Stirling RW speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P079,Tannoy,STIRLING TW,speakers,Tannoy Stirling TW speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P080,Tannoy,SYSTEM 8,speakers,Tannoy System 8 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P081,Tannoy,SYSTEM10,speakers,Tannoy System 10 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P082,Tannoy,V12 HP BIK,speakers,Tannoy V12 HP speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P083,Wharfedale,W70E,speakers,Wharfedale W70E speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P084,Wharfedale,W90,speakers,Wharfedale W90 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P085,Yamaha,500M,speakers,Yamaha NS-500M speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P086,Yamaha,MSR400,speakers,Yamaha MSR400 speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P087,Yamaha,NS-1000M,speakers,Yamaha NS-1000M speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P088,B&W,ASW4000,subwoofer,B&W ASW4000 subwoofer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P089,JBL,EON518S,subwoofer,JBL EON518S subwoofer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P090,JL Audio,F113,subwoofer,JL Audio F113 subwoofer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P091,Velodyne,HGS10BGII,subwoofer,Velodyne HGS-10BG II subwoofer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P092,JBL,SVA1500,center speaker,JBL SVA1500 center speaker,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P093,Bose,901.0,eq,Bose 901 equalizer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P094,Bose,901-5,eq,Bose 901-5 equalizer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P095,Pioneer,SG9500,eq,Pioneer SG-9500 equalizer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P096,Realistic,31 2000A,eq,Realistic 31-2000A equalizer,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P097,Concept,16.5,receiver,Concept 16.5 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P098,Kenwood,KR6050,receiver,Kenwood KR-6050 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P099,Kenwood,KR6600,receiver,Kenwood KR-6600 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P100,Marantz,2215.0,receiver,Marantz 2215 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P101,Marantz,2252B,receiver,Marantz 2252B receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P102,Marantz,2270.0,receiver,Marantz 2270 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P103,Morse,2500.0,receiver,Morse 2500 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P104,Pioneer,SX1080,receiver,Pioneer SX-1080 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P105,Pioneer,SX5570,receiver,Pioneer SX-5570 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P106,Pioneer,SX680,receiver,Pioneer SX-680 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P107,Pioneer,SX780,receiver,Pioneer SX-780 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P108,Pioneer,SX880,receiver,Pioneer SX-880 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P109,Pioneer,SX950,receiver,Pioneer SX-950 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P110,Pioneer,SX990,receiver,Pioneer SX-990 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P111,Reflex,AGS156,receiver,Reflex AGS156 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P112,SAE,IVC,receiver,SAE IVC receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P113,Sansui,661.0,receiver,Sansui 661 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P114,Sansui,771.0,receiver,Sansui 771 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P115,Sansui,8010.0,receiver,Sansui 8010 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P116,Sansui,8080DB,receiver,Sansui 8080DB receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P117,Sansui,9090.0,receiver,Sansui 9090 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P118,Sansui,EIGHT,receiver,Sansui Eight receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P119,Sansui,G2000,receiver,Sansui G-2000 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P120,Sansui,G5700,receiver,Sansui G-5700 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P121,Sansui,QR4500,receiver,Sansui QR-4500 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P122,Sansui,QRX6500,receiver,Sansui QRX-6500 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P123,Sheraton,70-0045A,receiver,Sheraton 70-0045A receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P124,Yamaha,CR820,receiver,Yamaha CR-820 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P125,Yamaha,CR840,receiver,Yamaha CR-840 receiver,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P126,Carver,TFM 15CB,amplifier,Carver TFM-15CB amplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P127,Luxman,SQ-38U,amplifier,Luxman SQ-38U amplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P128,Marantz,140.0,amplifier,Marantz 140 amplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P129,NAD,D3020,amplifier,NAD D3020 amplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P130,Sherwood,AM9080,amplifier,Sherwood AM9080 amplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P131,Canary Audio,CA801L,preamplifier,Canary Audio CA801L preamplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P132,Canary Audio,CA801P,preamplifier,Canary Audio CA801P preamplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P133,Luxman,C05,preamplifier,Luxman C-05 preamplifier,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P134,Pioneer,RG1,processor,Pioneer RG-1 processor,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P135,Akai,GX630D,wood case,Akai GX-630D wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P136,Akai,GX635D,wood case,Akai GX-635D wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P137,Akai,GX747,wood case,Akai GX-747 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P138,Fisher,500T,wood case,Fisher 500T wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P139,Fisher,500TX,wood case,Fisher 500TX wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P140,Fisher,800B,wood case,Fisher 800B wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P141,Fisher,800T,wood case,Fisher 800T wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P142,Kenwood,KR9600,wood case,Kenwood KR-9600 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P143,Marantz,WC01,wood case,Marantz WC-1 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P144,Marantz,WC10,wood case,Marantz WC-10 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P145,Marantz,WC2,wood case,Marantz WC-2 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P146,Marantz,WC22,wood case,Marantz WC-22 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P147,Marantz,WC24,wood case,Marantz WC-24 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P148,Marantz,WC43,wood case,Marantz WC-43 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P149,McIntosh,L19,wood case,McIntosh L19 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P150,McIntosh,L54,wood case,McIntosh L54 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P151,Pioneer,SX1010,wood case,Pioneer SX-1010 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P152,Pioneer,SX1050,wood case,Pioneer SX-1050 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P153,Pioneer,SX680,wood case,Pioneer SX-680 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P154,Pioneer,SX750,wood case,Pioneer SX-750 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P155,Pioneer,SX850,wood case,Pioneer SX-850 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P156,Pioneer,SX939,wood case,Pioneer SX-939 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P157,Pioneer,SX950,wood case,Pioneer SX-950 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P158,Pioneer,SX980/1080,wood case,Pioneer SX-980 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P159,Sansui,5000A,wood case,Sansui 5000A wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P160,Sansui,7000.0,wood case,Sansui 7000 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P161,Sansui,7070.0,wood case,Sansui 7070 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P162,Sansui,G6700,wood case,Sansui G-6700 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P163,Sansui,G7000,wood case,Sansui G-7000 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P164,Sansui,G7500,wood case,Sansui G-7500 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P165,Sansui,G7700,wood case,Sansui G-7700 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P166,Sansui,G8000,wood case,Sansui G-8000 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P167,Sansui,G8700DB,wood case,Sansui G-8700DB wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P168,Sansui,G9000,wood case,Sansui G-9000 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P169,Sansui,G9700,wood case,Sansui G-9700 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P170,Sansui,QRX8001,wood case,Sansui QRX-8001 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P171,Sansui,QRX9001,wood case,Sansui QRX-9001 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P172,Sansui,S90,wood case,Sansui S90 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P173,Yamaha,CR1020,wood case,Yamaha CR-1020 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P174,Yamaha,CR1020/2020,wood case,Yamaha CR-2020 wood case,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P175,Pioneer,SX1050,wood side panels,Pioneer SX-1050 wood side panels,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P176,Pioneer,SX1250,wood side panels,Pioneer SX-1250 wood side panels,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P177,Pioneer,SX1250 FRONT,wood side panels,Pioneer SX-1250 wood side panels front,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P178,Pioneer,SX650,wood side panels,Pioneer SX-650 wood side panels,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P179,JBL,4312.0,grille,JBL 4312 grille,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P180,JBL,L100,grille,JBL L100 grille,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P181,JBL,L100 FOAM,grille,JBL L100 foam grille,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P182,JBL,L166 FOAM,grille,JBL L166 foam grille,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
P183,JBL,L100,speaker frame,JBL L100 speaker frame,,,,,,,,etsy,"manual, parts only, for repair, broken, pair only, empty cabinet"
